"content","created_at","date","likeCount","media","outlinks","quoteCount","quotedTweet","replyCount","retweetCount","retweetedTweet","url","id","conversationId"
"Nicole, if we are going to surprise your son he must stay off Twitter and never see this public tweet until it arrives  Ive got one coming your way Please message my guy @lancepatrick with where to ship it Merry Christmas https://t.co/zAlTwC3gFv","Tue Dec 20 16:58:29 0000 2022","2022-12-20 16:58:2900:00","908","","https://twitter.com/Nefalcon3/status/1603146595918397440","2","https://twitter.com/Nefalcon3/status/1603146595918397440","29","23","","https://twitter.com/Trevornoah/status/1605246269198585857","1605246269198585857","1605246269198585857"
"Betty, Ive got an Xbox with your sons name on it  Please message @lancepatrick with where to send it and we will get it sent out Merry Christmas  https://t.co/82oGSAqxqN","Tue Dec 20 16:52:22 0000 2022","2022-12-20 16:52:2200:00","1383","","https://twitter.com/Serenity2326/status/1603233040058097664","2","https://twitter.com/Serenity2326/status/1603233040058097664","41","47","","https://twitter.com/Trevornoah/status/1605244730140499971","1605244730140499971","1605244730140499971"
" https://t.co/ykLJZnxl3L","Sat Dec 17 00:37:44 0000 2022","2022-12-17 00:37:4400:00","2847","","https://twitter.com/MarkRuffalo/status/1601669415224737794","4","https://twitter.com/MarkRuffalo/status/1601669415224737794","71","63","","https://twitter.com/Trevornoah/status/1603912292487335938","1603912292487335938","1603912292487335938"
"London  Tickets to the 2nd show are on sale TODAY First show has SOLD OUT Get the best seats NOW at https://t.co/ENkTzstDuM #OffTheRecordTour https://t.co/50KRoi2b5d","Fri Dec 16 10:06:15 0000 2022","2022-12-16 10:06:1500:00","668","PhotopreviewUrlhttps://pbs.twimg.com/media/FkF2Q2XEAAKi5sformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FkF2Q2XEAAKi5sformatjpgnamelarge, typephoto","http://TrevorNoah.com/shows","4","","36","47","","https://twitter.com/Trevornoah/status/1603692978584920064","1603692978584920064","1603692978584920064"
"8 new shows. On sale NOW Cant wait to see you all back out on the road in 2023  Find tickets on my website https://t.co/ENkTzstDuM  #OffTheRecordTour https://t.co/N4PPcyFKLO","Thu Dec 15 19:03:30 0000 2022","2022-12-15 19:03:3000:00","348","","http://TrevorNoah.com/shows, https://twitter.com/LiveNationCmdy/status/1603450265448816640","6","https://twitter.com/LiveNationCmdy/status/1603450265448816640","39","25","","https://twitter.com/Trevornoah/status/1603465791881547777","1603465791881547777","1603465791881547777"
"Im super excited to be hosting the #Grammys?  once again  Tune in Sunday, Feb 5th on @CBS Thank you @billboard amp @neenaroe for the cover / story  Photographer: @peterashlee Stylist: @jasonbolden Groomer: Enid Seymore Producers: Get Swayed Location: @HudsonYardsNYC https://t.co/47kl1RMLgv","Thu Dec 15 15:41:14 0000 2022","2022-12-15 15:41:1400:00","6049","PhotopreviewUrlhttps://pbs.twimg.com/media/FkB5WBaXkAMeItSformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FkB5WBaXkAMeItSformatjpgnamelarge, typephoto","","40","","129","482","","https://twitter.com/Trevornoah/status/1603414890298884099","1603414890298884099","1603414890298884099"
" Its beginning to look a lot like XboxMas  Thats right, and African Santa is here to hook some teachers up with brand-new Xboxes If youre a teacher, just reply letting me know why you want one, and Ill pick 20 winners at random. Its that easy. Merry Christmas  https://t.co/gx9TDhuTa9","Wed Dec 14 15:00:02 0000 2022","2022-12-14 15:00:0200:00","2377","VideothumbnailUrlhttps://pbs.twimg.com/media/Fj8ZyjJVQAEFySh.jpg, variantsVideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/amplifyvideo/1603027632114716672/vid/320x568/cQuE2lFilGAcethZ.mp4tag16, bitrate632000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/amplifyvideo/1603027632114716672/vid/720x1280/6FE75EiV2WvTJvyp.mp4tag16, bitrate2176000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/amplifyvideo/1603027632114716672/vid/1080x1920/uMzZtvEwhlUTw-DP.mp4tag16, bitrate10368000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/amplifyvideo/1603027632114716672/vid/480x852/u7-Ovm9vrMliE4UW.mp4tag16, bitrate950000, VideoVariantcontentTypeapplication/x-mpegURL, urlhttps://video.twimg.com/amplifyvideo/1603027632114716672/pl/XxKrL8KBjBWQPknk.m3u8tag16containerfmp4, bitrateNone, duration83.9, typevideo","","35","","520","286","","https://twitter.com/Trevornoah/status/1603042134180986880","1603042134180986880","1603042134180986880"
" https://t.co/Z2R9mwGYnb","Mon Dec 12 23:34:33 0000 2022","2022-12-12 23:34:3300:00","7839","","https://twitter.com/thedailyshow/status/1601253595609202694","38","https://twitter.com/TheDailyShow/status/1601253595609202694","203","521","","https://twitter.com/Trevornoah/status/1602446839248191489","1602446839248191489","1602446839248191489"
"8 shows, just added  #OffTheRecordTour https://t.co/miY6NVNjpC","Mon Dec 12 22:01:01 0000 2022","2022-12-12 22:01:0100:00","741","","https://twitter.com/LiveNationCmdy/status/1602327022034104320","5","https://twitter.com/LiveNationCmdy/status/1602327022034104320","79","52","","https://twitter.com/Trevornoah/status/1602423302814932994","1602423302814932994","1602423302814932994"
"@TaranaBurke Thank you for being the best teacher and funniest friend ","Fri Dec 09 14:53:33 0000 2022","2022-12-09 14:53:3300:00","54","","","0","","4","0","","https://twitter.com/Trevornoah/status/1601228564296126464","1601228564296126464","1601224565195407360"
"Thank you to the millions of people whove already watched my latest comedy special. And if you havent already please do check it out  https://t.co/y7NyNbTqVf","Fri Dec 09 14:49:29 0000 2022","2022-12-09 14:49:2900:00","9169","","https://twitter.com/NetflixIsAJoke/status/1601056542974832640","50","https://twitter.com/NetflixIsAJoke/status/1601056542974832640","400","536","","https://twitter.com/Trevornoah/status/1601227540659548160","1601227540659548160","1601227540659548160"
"London  https://t.co/T8vwPiy2tn","Mon Dec 05 15:27:34 0000 2022","2022-12-05 15:27:3400:00","538","","https://twitter.com/AComicSoul/status/1599785168327233536","4","https://twitter.com/AComicSoul/status/1599785168327233536","77","35","","https://twitter.com/Trevornoah/status/1599787573479514113","1599787573479514113","1599787573479514113"
"@Zeets Ive been saying this to friends for months now. When did everyone become a knee slider or fist pumper Its almost like they havent unlocked the celebrations in a video game meanwhile Haaland has 5.","Sun Dec 04 02:28:05 0000 2022","2022-12-04 02:28:0500:00","98","","","0","","6","1","","https://twitter.com/Trevornoah/status/1599229020738310144","1599229020738310144","1599098812089643010"
"London, UK Youve officially been added to the tour Ticket pre-sale STARTS. RIGHT. NOW Head to https://t.co/ENkTzsc26c for the pre-sale code and to get tickets before the general on-sale  #OffTheRecordTour https://t.co/sVQHVMDOg6","Fri Dec 02 11:54:36 0000 2022","2022-12-02 11:54:3600:00","650","PhotopreviewUrlhttps://pbs.twimg.com/media/Fi-IgfFXgAMzhksformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/Fi-IgfFXgAMzhksformatjpgnamelarge, typephoto","http://TrevorNoah.com/shows","10","","84","50","","https://twitter.com/Trevornoah/status/1598646812730044417","1598646812730044417","1598646812730044417"
"Looking forward to diving in, @BradSmi #ToolsAndWeapons https://t.co/h09XP3gLKr","Fri Dec 02 03:18:13 0000 2022","2022-12-02 03:18:1300:00","171","","https://twitter.com/BradSmi/status/1598017054660907008","0","https://twitter.com/BradSmi/status/1598017054660907008","13","12","","https://twitter.com/Trevornoah/status/1598516861343174656","1598516861343174656","1598516861343174656"
"Belgiums coach needs to call Guardiola and ask him for the controller settings he uses for Kevin De Bruyne. 

#CustomA #Formation #iWasShootingWithSquare

#CroVsBel #WorldcupQatar2022","Thu Dec 01 16:19:06 0000 2022","2022-12-01 16:19:0600:00","1527","","","24","","74","164","","https://twitter.com/Trevornoah/status/1598350988280303618","1598350988280303618","1598350988280303618"
"Just Added  3rd show in Chicago, 4th show in Baltimore, and a show in Stamford, CT Ticket Pre-sale starts... NOW Get the passcode on my website. https://t.co/L7bDKHUiXq  Lets goooo #OffTheRecordTour https://t.co/ostdVuwWAE","Thu Dec 01 15:42:45 0000 2022","2022-12-01 15:42:4500:00","563","PhotopreviewUrlhttps://pbs.twimg.com/media/Fi5yeeBWIAAcjPWformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/Fi5yeeBWIAAcjPWformatjpgnamelarge, typephoto","http://TrevorNoah.com","12","","58","58","","https://twitter.com/Trevornoah/status/1598341840691920897","1598341840691920897","1598341840691920897"
" https://t.co/x2s6WyAZ1l","Wed Nov 23 03:00:36 0000 2022","2022-11-23 03:00:3600:00","667","","https://twitter.com/grantchrista/status/1595240579918618624","3","https://twitter.com/grantchrista/status/1595240579918618624","47","29","","https://twitter.com/Trevornoah/status/1595250936569634818","1595250936569634818","1595250936569634818"
" https://t.co/SqFiWxMefp","Tue Nov 22 23:43:33 0000 2022","2022-11-22 23:43:3300:00","881","","https://twitter.com/mikecaliber/status/1595193525066416130","3","https://twitter.com/mikecaliber/status/1595193525066416130","46","32","","https://twitter.com/Trevornoah/status/1595201346617098244","1595201346617098244","1595201346617098244"
"Heres to the next chapter. Thanks Hollywood Reporter @THR amp @laceyvrose for the cover and story.
Ps: I promise Ill bring the outfits back next year. https://t.co/Vs5pjN8Pv5","Mon Nov 21 23:25:28 0000 2022","2022-11-21 23:25:2800:00","3729","PhotopreviewUrlhttps://pbs.twimg.com/media/FiH9cIrXgAUbDcfformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FiH9cIrXgAUbDcfformatjpgnamelarge, typephoto, PhotopreviewUrlhttps://pbs.twimg.com/media/FiH9cIQX0AEtXNhformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FiH9cIQX0AEtXNhformatjpgnamelarge, typephoto","","25","","99","252","","https://twitter.com/Trevornoah/status/1594834408607023104","1594834408607023104","1594834408607023104"
"4 shows, just added  Tickets at https://t.co/OCUM8lq7ua  https://t.co/pwfIFbFf2I","Mon Nov 21 22:04:42 0000 2022","2022-11-21 22:04:4200:00","404","","http://trevornoah.com, https://twitter.com/LiveNationCmdy/status/1594808238767108098","2","https://twitter.com/LiveNationCmdy/status/1594808238767108098","44","46","","https://twitter.com/Trevornoah/status/1594814084054122502","1594814084054122502","1594814084054122502"
"Tonight. 10pm EST. @msnbc https://t.co/MWlRkrSkrT","Sun Nov 20 17:41:30 0000 2022","2022-11-20 17:41:3000:00","766","","https://twitter.com/msnbcfilms/status/1593004560112832512","3","https://twitter.com/msnbcfilms/status/1593004560112832512","42","118","","https://twitter.com/Trevornoah/status/1594385457613242368","1594385457613242368","1594385457613242368"
"My #OffTheRecordTour officially went on sale TODAY 18 shows have sold out. 11 have been added.  I am feeling the love and want to sincerely thank everyone who has purchased a ticket.  If you havent already, you can find them on my website. https://t.co/L7bDKHUiXq https://t.co/CBb54z4kvr","Sat Nov 19 02:20:46 0000 2022","2022-11-19 02:20:4600:00","1586","PhotopreviewUrlhttps://pbs.twimg.com/media/Fh5IyY0XoAEiGx0formatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/Fh5IyY0XoAEiGx0formatjpgnamelarge, typephoto","http://TrevorNoah.com","24","","104","131","","https://twitter.com/Trevornoah/status/1593791359709839361","1593791359709839361","1593791359709839361"
"5th show added in SF on Dec 5th This. Is. Cray  Tickets at https://t.co/L7bDKHUiXq https://t.co/3ulCtF8KLh","Fri Nov 18 23:53:53 0000 2022","2022-11-18 23:53:5300:00","277","","http://TrevorNoah.com, https://twitter.com/DoTheBay/status/1592262781042294785","2","https://twitter.com/DoTheBay/status/1592262781042294785","25","17","","https://twitter.com/Trevornoah/status/1593754398357950465","1593754398357950465","1593754398357950465"
"North Carolina Just added a 3rd show at the DPAC in Durham This is insane  Tickets at https://t.co/L7bDKHCHyQ  https://t.co/CL2fGfYpZH","Fri Nov 18 21:27:13 0000 2022","2022-11-18 21:27:1300:00","268","","http://TrevorNoah.com, https://twitter.com/DPAC/status/1593665462830862340","0","https://twitter.com/DPAC/status/1593665462830862340","20","18","","https://twitter.com/Trevornoah/status/1593717488658763776","1593717488658763776","1593717488658763776"
"My new #OffTheRecordTour is on-sale NOW While, its only the slightly better-looking half of the Half amp Half tour, you will still have a great time  Find tickets at https://t.co/L7bDKHUQMY  @TheDailyShow  https://t.co/Wp9rZJ2Bd4","Fri Nov 18 19:31:45 0000 2022","2022-11-18 19:31:4500:00","1792","VideothumbnailUrlhttps://pbs.twimg.com/amplifyvideothumb/1593687133734440960/img/5NQ7XkqUqIGquOhN.jpg, variantsVideoVariantcontentTypeapplication/x-mpegURL, urlhttps://video.twimg.com/amplifyvideo/1593687133734440960/pl/74xmQ84TBV3wDVwt.m3u8tag14containerfmp4, bitrateNone, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/amplifyvideo/1593687133734440960/vid/480x270/OH-3UwoIJh6ac3Pn.mp4tag14, bitrate288000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/amplifyvideo/1593687133734440960/vid/640x360/UX3vLdduNaVq6oDA.mp4tag14, bitrate832000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/amplifyvideo/1593687133734440960/vid/1280x720/zT2CPgpz9pRKuLSb.mp4tag14, bitrate2176000, duration30.13, typevideo","http://TrevorNoah.com","32","","57","233","","https://twitter.com/Trevornoah/status/1593688428750995457","1593688428750995457","1593688428750995457"
"ATL, 2nd show added  https://t.co/L7bDKHUiXq #OffTheRecordTour https://t.co/bGV0ZTr1WB","Fri Nov 18 16:42:10 0000 2022","2022-11-18 16:42:1000:00","223","","http://TrevorNoah.com, https://twitter.com/TheFoxTheatre/status/1593620570465308677","4","https://twitter.com/TheFoxTheatre/status/1593620570465308677","15","17","","https://twitter.com/Trevornoah/status/1593645751921434625","1593645751921434625","1593645751921434625"
"I want to go everywhere  BUT. The U.S. leg of my new tour is on-sale today So, lets start there  Get tickets at https://t.co/L7bDKHCHyQ #OffTheRecordTour https://t.co/wV6xJWZ8S3","Fri Nov 18 16:11:29 0000 2022","2022-11-18 16:11:2900:00","459","","http://TrevorNoah.com, https://twitter.com/TheDailyShow/status/1593258911133405185","8","https://twitter.com/TheDailyShow/status/1593258911133405185","40","32","","https://twitter.com/Trevornoah/status/1593638032501972992","1593638032501972992","1593638032501972992"
"2nd show added in Minneapolis, MN  This is crayHead to https://t.co/L7bDKHUiXq for the presale code and all show info #OffTheRecordTour Lets gooo https://t.co/CzL9Ax32Xu","Thu Nov 17 22:29:37 0000 2022","2022-11-17 22:29:3700:00","208","","http://TrevorNoah.com, https://twitter.com/hennepintheatre/status/1592171976646217728","2","https://twitter.com/hennepintheatre/status/1592171976646217728","18","14","","https://twitter.com/Trevornoah/status/1593370804519157763","1593370804519157763","1593370804519157763"
"2nd show added in Austin, TX Presale is live Get the code on my site. https://t.co/L7bDKHUiXq #OffTheRecordTour https://t.co/ab7kl7kZPF","Thu Nov 17 22:25:18 0000 2022","2022-11-17 22:25:1800:00","171","","http://TrevorNoah.com, https://twitter.com/tpapresents/status/1593348716181819392","0","https://twitter.com/tpapresents/status/1593348716181819392","11","15","","https://twitter.com/Trevornoah/status/1593369716445401088","1593369716445401088","1593369716445401088"
"Just added a 2nd show in Madison, WI  Presale codes below or at https://t.co/L7bDKHUiXq #OffTheRecordTour https://t.co/CiDXre6F8T","Thu Nov 17 22:21:38 0000 2022","2022-11-17 22:21:3800:00","140","","http://TrevorNoah.com, https://twitter.com/MadOrpheum/status/1593348257408684032","0","https://twitter.com/MadOrpheum/status/1593348257408684032","6","10","","https://twitter.com/Trevornoah/status/1593368792129802244","1593368792129802244","1593368792129802244"
"NYC Join me on Tuesday 11/29, as I host a black theatre night for one of the most transcendent plays Ive seen @strangeloopbway, then be sure to hang out after for a special talkback discussion with everyone attending. Find your tickets here: https://t.co/6N4JtMssPn https://t.co/pGuzb14cb9","Thu Nov 17 20:11:15 0000 2022","2022-11-17 20:11:1500:00","369","PhotopreviewUrlhttps://pbs.twimg.com/media/FhyqoPJXoAAJkiTformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FhyqoPJXoAAJkiTformatjpgnamelarge, typephoto","http://strangeloopmusical.com","8","","16","48","","https://twitter.com/Trevornoah/status/1593335981905776640","1593335981905776640","1593335981905776640"
"TM was working fine during yesterdays presale. So much so, you guys are forcing me to add another show in Durham, NC amp Baltimore, MD   The new shows are up on my site now. Get code at https://t.co/L7bDKHUiXq Thank you for such an incredible response to the new tour  https://t.co/4lO7czp0qS","Thu Nov 17 15:36:43 0000 2022","2022-11-17 15:36:4300:00","493","","http://TrevorNoah.com, https://twitter.com/TheDailyShow/status/1592924317305577474","1","https://twitter.com/TheDailyShow/status/1592924317305577474","22","34","","https://twitter.com/Trevornoah/status/1593266892243886082","1593266892243886082","1593266892243886082"
"Alright, presale is live in all cities  You can find the code on my website. https://t.co/L7bDKHUQMY Cant wait to see everyone back out on the road in 2023  https://t.co/Fw7fedMKMy","Wed Nov 16 19:29:02 0000 2022","2022-11-16 19:29:0200:00","269","","http://TrevorNoah.com, https://twitter.com/Trevornoah/status/1592911622799912965","5","https://twitter.com/Trevornoah/status/1592911622799912965","37","35","","https://twitter.com/Trevornoah/status/1592962970774306816","1592962970774306816","1592962970774306816"
"Youre turn on early tickets Arizona, Montana, amp Colorado  Signup for code at https://t.co/L7bDKHUiXq #OffTheRecordTour https://t.co/26Q6JXWJOe","Wed Nov 16 18:04:05 0000 2022","2022-11-16 18:04:0500:00","161","","http://TrevorNoah.com, https://twitter.com/Trevornoah/status/1592911622799912965","3","https://twitter.com/Trevornoah/status/1592911622799912965","12","13","","https://twitter.com/Trevornoah/status/1592941590263341060","1592941590263341060","1592941590263341060"
"Roll Call... Indiana, Tennessee, Texas, Missouri, Wisconsin, Louisiana, Illinois, Minnesota, youre up https://t.co/L7bDKHUQMY for the early presale tickets  Dont @ me after they are sold out and say I didnt post about them https://t.co/26Q6JXXhDM","Wed Nov 16 17:07:53 0000 2022","2022-11-16 17:07:5300:00","227","","http://TrevorNoah.com, https://twitter.com/Trevornoah/status/1592911622799912965","0","https://twitter.com/Trevornoah/status/1592911622799912965","31","10","","https://twitter.com/Trevornoah/status/1592927448223854592","1592927448223854592","1592927448223854592"
"East Coast Ticket presale is LIVE. Signup at https://t.co/L7bDKHCHyQ to get the best seats now  #OffTheRecordTour  @AndyMineo https://t.co/v4Xa2WrnFe","Wed Nov 16 16:05:00 0000 2022","2022-11-16 16:05:0000:00","340","VideothumbnailUrlhttps://pbs.twimg.com/media/Fhsh4z9akAE2ESi.jpg, variantsVideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1592289238309126146/pu/vid/720x900/XkiTrgFVoK5AAQF1.mp4tag12, bitrate2176000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1592289238309126146/pu/vid/320x400/UsGtJ-1JRjcFJzjd.mp4tag12, bitrate632000, VideoVariantcontentTypeapplication/x-mpegURL, urlhttps://video.twimg.com/exttwvideo/1592289238309126146/pu/pl/iVJQ-apBxUmDtpp.m3u8tag12containerfmp4, bitrateNone, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1592289238309126146/pu/vid/480x600/aP-Dz6HWO0PpSfW.mp4tag12, bitrate950000, duration38.271, typevideo","http://TrevorNoah.com","5","","25","29","","https://twitter.com/Trevornoah/status/1592911622799912965","1592911622799912965","1592911622799912965"
"Nov 22. I Wish You Would. On @Netflix.  https://t.co/1zZkAc18bg","Wed Nov 16 14:30:00 0000 2022","2022-11-16 14:30:0000:00","3929","VideothumbnailUrlhttps://pbs.twimg.com/media/FhqV3upUAAAZx0k.jpg, variantsVideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/amplifyvideo/1592743748579905538/vid/1280x720/OXYph8PjOWjW5mwi.mp4tag14, bitrate2176000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/amplifyvideo/1592743748579905538/vid/640x360/nrxuc-wnEPhiUua9.mp4tag14, bitrate832000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/amplifyvideo/1592743748579905538/vid/480x270/FYNG8ZTRal55B95A.mp4tag14, bitrate288000, VideoVariantcontentTypeapplication/x-mpegURL, urlhttps://video.twimg.com/amplifyvideo/1592743748579905538/pl/4-JuGz3vLWSw1W3A.m3u8tag14containerfmp4, bitrateNone, duration98.055, typevideo","","116","","107","632","","https://twitter.com/Trevornoah/status/1592887716944887809","1592887716944887809","1592887716944887809"
"I am excited to announce my 2023 Off The Record Tour, with the first dates kicking off in the US  Signup for the presale code on my website, to get tickets before they go on sale https://t.co/L7bDKHUQMY See you in 2023  #OffTheRecordTour  @AndyMineo https://t.co/GkQjZ42TcG","Mon Nov 14 22:52:10 0000 2022","2022-11-14 22:52:1000:00","2151","VideothumbnailUrlhttps://pbs.twimg.com/media/Fhsh4z9akAE2ESi.jpg, variantsVideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1592289238309126146/pu/vid/720x900/XkiTrgFVoK5AAQF1.mp4tag12, bitrate2176000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1592289238309126146/pu/vid/320x400/UsGtJ-1JRjcFJzjd.mp4tag12, bitrate632000, VideoVariantcontentTypeapplication/x-mpegURL, urlhttps://video.twimg.com/exttwvideo/1592289238309126146/pu/pl/iVJQ-apBxUmDtpp.m3u8tag12containerfmp4, bitrateNone, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1592289238309126146/pu/vid/480x600/aP-Dz6HWO0PpSfW.mp4tag12, bitrate950000, duration38.271, typevideo","http://TrevorNoah.com","41","","477","211","","https://twitter.com/Trevornoah/status/1592289314792431616","1592289314792431616","1592289314792431616"
"Nov 22. I Wish You Would. On @Netflix. https://t.co/XdL5BNHFl2","Thu Oct 20 15:30:00 0000 2022","2022-10-20 15:30:0000:00","4250","VideothumbnailUrlhttps://pbs.twimg.com/exttwvideothumb/1582937404754771971/pu/img/Exhx9LRT9Oqv7GgU.jpg, variantsVideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1582937404754771971/pu/vid/640x360/ck5ODaLsg1PyTqJu.mp4tag12, bitrate832000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1582937404754771971/pu/vid/480x270/uCuGSM5LtGZQvQOC.mp4tag12, bitrate256000, VideoVariantcontentTypeapplication/x-mpegURL, urlhttps://video.twimg.com/exttwvideo/1582937404754771971/pu/pl/PAvBSg6-yOilD24h.m3u8tag12, bitrateNone, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1582937404754771971/pu/vid/1280x720/ifnIRQZbbcjjpeAG.mp4tag12, bitrate2176000, duration17.809, typevideo","","102","","175","506","","https://twitter.com/Trevornoah/status/1583118342734372865","1583118342734372865","1583118342734372865"
"Orlando, FL  Thank you for such an incredible night Until next time  #BackToAbnormalWorldTour   

@JoshJohnson @VinceAugust21 https://t.co/XZ3gnwYPNF","Sun Oct 16 06:23:05 0000 2022","2022-10-16 06:23:0500:00","1742","VideothumbnailUrlhttps://pbs.twimg.com/exttwvideothumb/1581531121052958721/pu/img/iCsPzUTrmm3Rr3rR.jpg, variantsVideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1581531121052958721/pu/vid/540x540/8OOdD67C0hikp-p.mp4tag12, bitrate832000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1581531121052958721/pu/vid/720x720/FHAe6jPZ7G4d9I42.mp4tag12, bitrate1280000, VideoVariantcontentTypeapplication/x-mpegURL, urlhttps://video.twimg.com/exttwvideo/1581531121052958721/pu/pl/68wbspHGBaae1yK.m3u8tag12containerfmp4, bitrateNone, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1581531121052958721/pu/vid/320x320/TJm3aQSK6SPxC3fp.mp4tag12, bitrate432000, duration5.933, typevideo","","14","","124","95","","https://twitter.com/Trevornoah/status/1581531157073924098","1581531157073924098","1581531157073924098"
"Halifax Your energy blew the roof off the arena tonight  Thank you to everyone that came out   #BackToAbnormalWorldTour : @wilsylvince https://t.co/OYns9jKMFK","Sat Oct 15 05:46:29 0000 2022","2022-10-15 05:46:2900:00","828","VideothumbnailUrlhttps://pbs.twimg.com/exttwvideothumb/1581159509757673473/pu/img/WSdSEsRFtE1Cx2o.jpg, variantsVideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1581159509757673473/pu/vid/320x320/sg-LizFnpoC9qYBG.mp4tag12, bitrate432000, VideoVariantcontentTypeapplication/x-mpegURL, urlhttps://video.twimg.com/exttwvideo/1581159509757673473/pu/pl/M9X1GGra8BOegIBj.m3u8tag12containerfmp4, bitrateNone, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1581159509757673473/pu/vid/720x720/csb8TfhLQiInicLV.mp4tag12, bitrate1280000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1581159509757673473/pu/vid/540x540/Y7zTsKhUXX3Qan1z.mp4tag12, bitrate832000, duration15.048, typevideo","","3","","73","52","","https://twitter.com/Trevornoah/status/1581159554926014469","1581159554926014469","1581159554926014469"
"A show that happens to be on tonight. Always great to see you my friend. : @ToddOwyoung / NBC https://t.co/UYPWQ2cNG6","Fri Oct 14 02:11:42 0000 2022","2022-10-14 02:11:4200:00","1904","PhotopreviewUrlhttps://pbs.twimg.com/media/FetfDyXEAANmzIformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FetfDyXEAANmzIformatjpgnamelarge, typephoto","","8","","58","78","","https://twitter.com/Trevornoah/status/1580743116583497730","1580743116583497730","1580743116583497730"
"Wow What an absolute beast Congrats @thejudge44 on rewriting history, while the world watches  #62  Keep going #Yankees #AaronJudge https://t.co/4xvc80O6eF","Wed Oct 05 18:58:56 0000 2022","2022-10-05 18:58:5600:00","1444","PhotopreviewUrlhttps://pbs.twimg.com/media/FeU9trYWIAAycluformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FeU9trYWIAAycluformatjpgnamelarge, typephoto","","9","","180","69","","https://twitter.com/Trevornoah/status/1577735106306969600","1577735106306969600","1577735106306969600"
"Toronto, thank you for 2 incredible sold out nights at the @scotiabankarena  I will truly never forget it #BackToAbnormalWorldTour : @mattynoir https://t.co/2lZXmdXVaI","Sun Oct 02 19:13:20 0000 2022","2022-10-02 19:13:2000:00","3507","PhotopreviewUrlhttps://pbs.twimg.com/media/FeFkPLAWYAAtbcFformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FeFkPLAWYAAtbcFformatjpgnamelarge, typephoto, PhotopreviewUrlhttps://pbs.twimg.com/media/FeFkPKlXwAUcOXTformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FeFkPKlXwAUcOXTformatjpgnamelarge, typephoto, PhotopreviewUrlhttps://pbs.twimg.com/media/FeFkPKnXwAEchIhformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FeFkPKnXwAEchIhformatjpgnamelarge, typephoto, PhotopreviewUrlhttps://pbs.twimg.com/media/FeFkPLCWIAAXL3vformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FeFkPLCWIAAXL3vformatjpgnamelarge, typephoto","","26","","164","182","","https://twitter.com/Trevornoah/status/1576651564298928128","1576651564298928128","1576651564298928128"
