UserId,Username,Gender,Age
D1,@user123,U,0
R2,@politicsFan,U,0
D3,@user456,U,0
R4,@econGuru,U,0
D5,@user789,U,0
R6,@taxTalk,U,0
D7,@user321,U,0
R8,@businessInsider,U,0
D9,@user654,U,0
D10,@policyMaker,U,0
D11,@user987,U,0
D12,@user159,U,0
D13,@taxPolicy,U,0
D14,@user753,U,0
D15,@user852,U,0
D16,@policyWatch,U,0
D17,@user963,U,0
D18,@taxReform,U,0
D19,@policyPro,U,0
R20,@marketMover,U,0
D21,@user111,U,0
R22,@taxWise,U,0
D23,@user222,U,0
R24,@econTalk,U,0
D25,@user333,U,0
D26,@policyDebate,U,0
D27,@user444,U,0
D28,@taxReformNow,U,0
D29,@policyWatcher,U,0
R30,@marketLeader,U,0
D31,@user555,U,0
D32,@taxPolicyUpdate,U,0
D33,@user666,U,0
D34,@user777,U,0
D36,@user888,U,0
D38,@user999,U,0
D39,@user1000,U,0
D40,@user1001,U,0
D41,@taxTalk2,U,0
D42,@user1002,U,0
D43,@user1003,U,0
D44,@policyMaker2,U,0
D45,@user1004,U,0
D46,@user1005,U,0
D47,@taxPolicy2,U,0
D48,@user1006,U,0
D49,@user1007,U,0
D50,@policyWatch2,U,0
D51,@user1008,U,0
D52,@taxReform2,U,0
D53,@policyPro2,U,0
R54,@marketMover2,U,0
D55,@user1009,U,0
R56,@taxWise2,U,0
D57,@user1010,U,0
D58,@user1011,U,0
D59,@policyDebate2,U,0
D60,@user1012,U,0
D61,@taxReform3,U,0
D62,@policyWatcher2,U,0
R63,@marketLeader2,U,0
D64,@user1013,U,0
D65,@taxPolicyUpdate2,U,0
D66,@user1014,U,0
D67,@user1015,U,0
D68,@policyWatch3,U,0
D69,@user1016,U,0
D70,@taxReform4,U,0
D71,@user1017,U,0
D72,@user1018,U,0
D73,@user1019,U,0
D74,@taxTalk3,U,0
D75,@user1020,U,0
D76,@user1021,U,0
D77,@policyMaker3,U,0
D78,@user1022,U,0
D79,@user1023,U,0
D80,@taxPolicy3,U,0
D81,@user1024,U,0
D82,@user1025,U,0
D83,@policyWatch4,U,0
D84,@user1026,U,0
D85,@taxReform5,U,0
D86,@policyPro3,U,0
R87,@marketMover3,U,0
D88,@user1027,U,0
R89,@taxWise3,U,0
D90,@user1028,U,0
D91,@user1029,U,0
D92,@policyDebate5,U,0
D93,@user1030,U,0
D94,@taxReform6,U,0
D95,@policyWatcher3,U,0
R96,@marketLeader3,U,0
D97,@user1031,U,0
D98,@taxPolicyUpdate3,U,0
D99,@user1032,U,0
D100,@user1033,U,0
D101,@policyWatch5,U,0
D102,@user1034,U,0
D103,@taxReform7,U,0
D104,@user1035,U,0
D105,@taxPolicyUpdate4,U,0
D106,@user1036,U,0
D107,@user1037,U,0
D108,@policyWatch6,U,0
D109,@user1038,U,0
D110,@taxReform8,U,0
D111,@policyPro4,U,0
R112,@marketMover4,U,0
D113,@user1039,U,0
R114,@taxWise4,U,0
D115,@user1040,U,0
D116,@user1041,U,0
D117,@policyDebate7,U,0
D118,@user1042,U,0
D119,@taxReform9,U,0
D120,@policyPro5,U,0
R121,@marketMover5,U,0
D122,@user1043,U,0
R123,@taxWise5,U,0
D124,@user1044,U,0
D125,@user1045,U,0
D126,@policyDebate8,U,0
D127,@user1046,U,0
D128,@taxReform10,U,0
D129,@policyPro6,U,0
R130,@marketMover6,U,0
D131,@user1047,U,0
R132,@taxWise6,U,0
D133,@user1048,U,0
D134,@user1049,U,0
D135,@policyDebate9,U,0
D136,@user1050,U,0
D137,@taxReform11,U,0
D138,@policyPro7,U,0
R139,@marketMover7,U,0
D140,@user1051,U,0
R141,@politicsNew,U,0
D142,@user1052,U,0
R143,@taxTalk4,U,0
D144,@user1053,U,0
D145,@user1054,U,0
D147,@user1055,U,0
D148,@user1056,U,0
D150,@user1057,U,0
D154,@user1058,U,0
D156,@user1059,U,0
D157,@user1060,U,0
D159,@user1061,U,0
D160,@taxReform12,U,0
D161,@policyPro8,U,0
R162,@marketMover8,U,0
D163,@user1062,U,0
R164,@taxWise7,U,0
D165,@user1063,U,0
D166,@user1064,U,0
D167,@policyDebate11,U,0
D168,@user1065,U,0
D169,@taxReform13,U,0
D170,@policyPro9,U,0
R171,@marketMover9,U,0
D172,@user1066,U,0
R173,@taxWise8,U,0
D174,@user1067,U,0
D175,@user1068,U,0
R176,@politicsNew2,U,0
D177,@user1069,U,0
R178,@taxTalk5,U,0
D179,@user1070,U,0
D180,@user1071,U,0
D181,@taxPolicy4,U,0
D182,@user1072,U,0
D183,@user1073,U,0
D185,@user1074,U,0
D189,@user1075,U,0
D191,@user1076,U,0
D192,@user1077,U,0
R193,@politicsNew3,U,0
D194,@user1078,U,0
R195,@taxTalk6,U,0
D196,@user1079,U,0
D197,@user1080,U,0
D198,@taxPolicy5,U,0
D199,@user1081,U,0
D200,@user1082,U,0
D201,@policyWatch7,U,0
D202,@user1083,U,0
D203,@taxReform14,U,0
D204,@policyPro10,U,0
R205,@marketMover10,U,0
D206,@user1084,U,0
R207,@taxWise9,U,0
D208,@user1085,U,0
